Id,Date,TotalSteps,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalMinutes,TotalHours,DayOfWeek,ActiveMinutesRatio,StepsPerActiveMinute,IsWeekend,CaloriesPerStep,ActivityIntensity,ReachedGoal,Cluster
1503960366,2016-05-09,12022,46,11,206,835,1819,1098,18.0,Monday,0.05191256830601093,45.7110248779078,0,0.15130593898577113,366,1,1
1503960366,2016-05-10,12207,46,31,214,746,1859,1037,17.0,Tuesday,0.0742526518804243,41.94845216671986,0,0.15228966973679883,414,1,1
1503960366,2016-05-11,12770,36,23,251,669,1783,979,16.0,Wednesday,0.0602655771195097,41.19354705827268,0,0.13962411891963655,405,1,1
1503960366,2016-05-12,0,0,0,0,1440,0,1440,24.0,Thursday,0.0,0.0,0,0.0,0,0,0
1624580081,2016-04-12,8163,0,0,146,1294,1432,1440,24.0,Tuesday,0.0,55.91095507459212,0,0.17542570112038994,146,0,2
1624580081,2016-04-13,7007,0,0,148,1292,1411,1440,24.0,Wednesday,0.0,47.34459139563572,0,0.20137005822553153,148,0,2
1624580081,2016-04-14,9107,0,0,236,1204,1572,1440,24.0,Thursday,0.0,38.58898141572113,0,0.1726144721943401,236,0,2
1624580081,2016-04-15,1510,0,0,96,1344,1344,1440,24.0,Friday,0.0,15.729165028211975,0,0.8900662192710846,96,0,0
1624580081,2016-04-16,5370,0,0,176,1264,1463,1440,24.0,Saturday,0.0,30.51136190276353,1,0.2724394780773939,176,0,0
1624580081,2016-04-17,6175,15,22,127,1276,1554,1440,24.0,Sunday,0.025694444444444443,37.652436728509954,1,0.2516599186207937,216,0,2
1624580081,2016-04-18,10536,17,7,202,1214,1604,1440,24.0,Monday,0.016666666666666666,46.6194669637404,0,0.15223993911138958,267,1,2
1624580081,2016-04-19,2916,0,0,141,1299,1435,1440,24.0,Tuesday,0.0,20.680849597102863,0,0.49211248116559503,141,0,0
1624580081,2016-04-20,4974,0,0,151,1289,1446,1440,24.0,Wednesday,0.0,32.94039516951025,0,0.29071170025992826,151,0,0
1624580081,2016-04-21,6349,0,0,186,1254,1467,1440,24.0,Thursday,0.0,34.13440676696738,0,0.2310600090863758,186,0,2
1624580081,2016-04-22,4026,0,0,199,1241,1470,1440,24.0,Friday,0.0,20.231154762253528,0,0.3651266756951647,199,0,0
1624580081,2016-04-23,8538,0,0,227,1213,1562,1440,24.0,Saturday,0.0,37.61233314483114,1,0.18294682574028248,227,0,2
1624580081,2016-04-24,6076,16,18,185,1221,1617,1440,24.0,Sunday,0.02361111111111111,27.74429097058032,1,0.26612903182006414,269,0,2
1624580081,2016-04-25,6497,0,0,202,1238,1492,1440,24.0,Monday,0.0,32.163364744387884,0,0.22964445093174626,202,0,2
1624580081,2016-04-26,2826,0,0,140,1300,1402,1440,24.0,Tuesday,0.0,20.185712843877653,0,0.496107570785182,140,0,0
1624580081,2016-04-27,8367,17,36,154,1233,1670,1440,24.0,Wednesday,0.03680555555555556,40.42028790240155,0,0.19959364144903355,277,0,2
1624580081,2016-04-28,2759,0,5,115,1320,1401,1440,24.0,Thursday,0.003472222222222222,22.991664750694603,0,0.5077926766662099,125,0,0
1624580081,2016-04-29,2390,0,0,150,1290,1404,1440,24.0,Friday,0.0,15.933332271111182,0,0.5874476962868297,150,0,0
1624580081,2016-04-30,6474,11,23,224,1182,1655,1440,24.0,Saturday,0.02361111111111111,25.093022283216193,1,0.25563793596595935,303,0,2
1624580081,2016-05-01,36019,186,63,171,1020,2690,1440,24.0,Sunday,0.17291666666666666,85.75952176763045,1,0.07468280627594247,855,1,1
1624580081,2016-05-02,7155,7,6,166,1261,1497,1440,24.0,Monday,0.009027777777777777,39.9720648060299,0,0.209224318365864,199,0,2
1624580081,2016-05-03,2100,0,0,96,1344,1334,1440,24.0,Tuesday,0.0,21.874997721354404,0,0.6352380922131519,96,0,0
1624580081,2016-05-04,2193,0,0,118,1322,1368,1440,24.0,Wednesday,0.0,18.58474418773354,0,0.6238030067314044,118,0,0
1624580081,2016-05-05,2470,0,0,117,1323,1370,1440,24.0,Thursday,0.0,21.111109306742794,0,0.5546558681997737,117,0,0
1624580081,2016-05-06,1727,0,0,102,1338,1341,1440,24.0,Friday,0.0,16.931370889081286,0,0.776491020402484,102,0,0
1624580081,2016-05-07,2104,0,0,182,1258,1474,1440,24.0,Saturday,0.0,11.560438925250608,1,0.7005703388756161,182,0,0
1624580081,2016-05-08,3427,0,0,152,1288,1427,1440,24.0,Sunday,0.0,22.546051148286107,1,0.4163991817438016,152,0,0
1624580081,2016-05-09,1732,0,0,91,1349,1328,1440,24.0,Monday,0.0,19.032964941432425,0,0.7667436445338127,91,0,0
1624580081,2016-05-10,2969,0,0,139,1301,1393,1440,24.0,Tuesday,0.0,21.359710693545992,0,0.4691815410266704,139,0,0
1624580081,2016-05-11,3134,0,0,112,1328,1359,1440,24.0,Wednesday,0.0,27.982140358737468,0,0.43363114092651195,112,0,0
1624580081,2016-05-12,2971,0,0,107,890,1002,997,17.0,Thursday,0.0,27.766352545200697,0,0.33726018062181023,107,0,0
1644430081,2016-04-12,10694,2,51,256,1131,3199,1440,24.0,Tuesday,0.03680555555555556,34.608413119468835,0,0.29913970422747366,364,1,2
1644430081,2016-04-13,8001,30,16,135,1259,2902,1440,24.0,Wednesday,0.03194444444444444,44.204417447269755,0,0.3627046614639362,257,0,2
1644430081,2016-04-14,11037,5,58,252,1125,3226,1440,24.0,Thursday,0.04375,35.03809412577479,0,0.2922895711766879,383,1,2
1644430081,2016-04-15,5263,3,4,170,1263,2750,1440,24.0,Friday,0.004861111111111111,29.734461596923072,0,0.5225156744774546,187,0,0
1644430081,2016-04-16,15300,51,42,212,1135,3493,1440,24.0,Saturday,0.06458333333333334,50.163932781510404,1,0.22830065344555514,449,1,1
1644430081,2016-04-17,8757,29,13,186,1212,3011,1440,24.0,Sunday,0.029166666666666667,38.407893052285395,1,0.3438392139501665,299,0,2
1644430081,2016-04-18,7132,15,33,121,1271,2806,1440,24.0,Monday,0.03333333333333333,42.20118093484136,0,0.39343802524756305,232,0,2
1644430081,2016-04-19,11256,5,58,278,1099,3300,1440,24.0,Tuesday,0.04375,33.00879668595904,0,0.2931769720209871,409,1,2
1644430081,2016-04-20,2436,0,0,125,1315,2430,1440,24.0,Wednesday,0.0,19.487998440960123,0,0.9975369417178286,125,0,0
1644430081,2016-04-21,1223,0,0,38,1402,2140,1440,24.0,Thursday,0.0,32.184202056788926,0,1.7497955703205597,38,0,0
1644430081,2016-04-22,3673,0,0,86,1354,2344,1440,24.0,Friday,0.0,42.709297359384024,0,0.6381704311511831,86,0,0
1644430081,2016-04-23,6637,0,15,160,1265,2677,1440,24.0,Saturday,0.010416666666666666,37.92571211853073,1,0.4033448841293583,190,0,2
1644430081,2016-04-24,3321,0,0,89,1351,2413,1440,24.0,Sunday,0.0,37.31460254892106,1,0.7265883748070208,89,0,0
1644430081,2016-04-25,3580,8,1,94,1337,2497,1440,24.0,Monday,0.00625,34.75727817890503,0,0.697486031571268,120,0,0
1644430081,2016-04-26,9919,11,41,223,1165,3123,1440,24.0,Tuesday,0.03611111111111111,36.069089597487654,0,0.3148502870099302,338,0,2
1644430081,2016-04-27,3032,0,0,118,1322,2489,1440,24.0,Wednesday,0.0,25.69491307670228,0,0.8209102875299792,118,0,0
1644430081,2016-04-28,9405,3,53,227,1157,3108,1440,24.0,Thursday,0.03888888888888889,33.233214373384655,0,0.3304625195848352,342,0,2
1644430081,2016-04-29,3176,0,0,120,1193,2498,1313,22.0,Friday,0.0,26.466664461111293,0,0.786523926994572,120,0,0
1644430081,2016-04-30,18213,9,71,402,816,3846,1298,22.0,Saturday,0.061633281972265024,37.786306269993645,1,0.21116784702620775,571,1,1
1644430081,2016-05-01,6132,3,24,146,908,2696,1081,18.0,Sunday,0.02497687326549491,35.44508465635349,1,0.4396607951081853,203,0,2
1644430081,2016-05-02,3758,1,7,148,682,2580,838,14.0,Monday,0.00954653937947494,24.089742045529356,0,0.6865353893386498,165,0,0
1644430081,2016-05-03,12850,10,94,221,1115,3324,1440,24.0,Tuesday,0.07222222222222222,39.53846032189353,0,0.2586770426002513,439,1,1
1644430081,2016-05-04,2309,0,0,52,1388,2222,1440,24.0,Wednesday,0.0,44.40383761464661,0,0.962321347066603,52,0,0
1644430081,2016-05-05,4363,6,12,81,1341,2463,1440,24.0,Thursday,0.0125,44.070702619120944,0,0.5645198245140504,123,0,0
1644430081,2016-05-06,9787,11,6,369,1054,3328,1440,24.0,Friday,0.011805555555555555,25.354921622929492,0,0.3400429137222408,414,0,2
1644430081,2016-05-07,13372,41,17,243,1139,3404,1440,24.0,Saturday,0.04027777777777778,44.42524769351337,1,0.2545617706741237,400,1,1
1644430081,2016-05-08,6724,0,0,295,991,2987,1286,21.0,Sunday,0.0,22.79321956633154,1,0.44422962456241877,295,0,2
1644430081,2016-05-09,6643,32,6,303,1099,3008,1440,24.0,Monday,0.02638888888888889,19.480937845133788,0,0.4528074658244657,411,0,2
1644430081,2016-05-10,9167,12,19,155,1254,2799,1440,24.0,Tuesday,0.021527777777777778,49.28494358683099,0,0.30533435114504814,229,0,2
1644430081,2016-05-11,1329,0,0,49,713,1276,762,13.0,Wednesday,0.0,27.122443444399295,0,0.9601203840472508,49,0,0
1844505072,2016-04-12,6697,0,0,339,1101,2030,1440,24.0,Tuesday,0.0,19.755161659139777,0,0.30312079990574764,339,0,2
1844505072,2016-04-13,4929,0,0,248,1192,1860,1440,24.0,Wednesday,0.0,19.874999198588743,0,0.37735848980044945,248,0,0
1844505072,2016-04-14,7937,0,0,373,843,2130,1216,20.0,Thursday,0.0,21.278819804857378,0,0.2683633611334719,373,0,2
1844505072,2016-04-15,3844,0,0,176,527,1725,703,12.0,Friday,0.0,21.84090784994842,0,0.44875129956100074,176,0,0
1844505072,2016-04-16,3414,0,0,147,1293,1657,1440,24.0,Saturday,0.0,23.22448821602121,1,0.48535442154260566,147,0,0
1844505072,2016-04-17,4525,2,8,199,1231,1793,1440,24.0,Sunday,0.006944444444444444,21.650716667429823,1,0.39624309304697664,221,0,0
1844505072,2016-04-18,4597,0,12,217,1211,1814,1440,24.0,Monday,0.008333333333333333,20.074234931256115,0,0.3946051764311395,241,0,0
1844505072,2016-04-19,197,0,0,10,1430,1366,1440,24.0,Tuesday,0.0,19.6999803000197,0,6.934009800304071,10,0,0
1844505072,2016-04-20,8,0,0,1,1439,1349,1440,24.0,Wednesday,0.0,7.9999200007999915,0,168.62478921901348,1,0,0
1844505072,2016-04-21,8054,2,13,308,1117,2062,1440,24.0,Thursday,0.010416666666666666,24.93498374814292,0,0.25602185217777274,340,0,2
1844505072,2016-04-22,5372,0,0,220,1220,1827,1440,24.0,Friday,0.0,24.41818070826451,0,0.3400967975798645,220,0,0
1844505072,2016-04-23,3570,0,0,139,1301,1645,1440,24.0,Saturday,0.0,25.683451389679757,1,0.4607843124347778,139,0,0
1844505072,2016-04-24,0,0,0,0,1440,1347,1440,24.0,Sunday,0.0,0.0,1,134700000.0,0,0,0
1844505072,2016-04-25,0,0,0,0,1440,1347,1440,24.0,Monday,0.0,0.0,0,134700000.0,0,0,0
1844505072,2016-04-26,0,0,0,0,1440,1347,1440,24.0,Tuesday,0.0,0.0,0,134700000.0,0,0,0
1844505072,2016-04-27,4,0,0,1,1439,1348,1440,24.0,Wednesday,0.0,3.9999600003999958,0,336.9991575021063,1,0,0
1844505072,2016-04-28,6907,0,0,302,1138,1992,1440,24.0,Thursday,0.0,22.87086016983907,0,0.288403068932383,302,0,2
1844505072,2016-04-29,4920,0,0,247,1082,1856,1329,22.0,Friday,0.0,19.91902753364261,0,0.3772357715909842,247,0,0
1844505072,2016-04-30,4014,0,0,184,218,1763,402,7.0,Saturday,0.0,21.81521620569477,1,0.4392127542620509,184,0,0
1844505072,2016-05-01,2573,0,7,75,585,1541,667,11.0,Sunday,0.010494752623688156,31.378044953896957,1,0.5989117738091264,89,0,0
1844505072,2016-05-02,0,0,0,0,1440,1348,1440,24.0,Monday,0.0,0.0,0,134800000.0,0,0,0
1844505072,2016-05-03,4059,0,0,184,1256,1742,1440,24.0,Tuesday,0.0,22.05978140979449,0,0.4291697451855882,184,0,0
1844505072,2016-05-04,2080,0,0,87,1353,1549,1440,24.0,Wednesday,0.0,23.908043228960548,0,0.7447115348811945,87,0,0
1844505072,2016-05-05,2237,0,0,120,1320,1589,1440,24.0,Thursday,0.0,18.641665113194573,0,0.7103263267307718,120,0,0
1844505072,2016-05-06,44,0,0,2,1438,1351,1440,24.0,Friday,0.0,21.999890000549996,0,30.704538476241254,2,0,0
1844505072,2016-05-07,0,0,0,0,1440,1347,1440,24.0,Saturday,0.0,0.0,1,134700000.0,0,0,0
1844505072,2016-05-08,0,0,0,0,1440,1347,1440,24.0,Sunday,0.0,0.0,1,134700000.0,0,0,0
1844505072,2016-05-09,0,0,0,0,1440,1347,1440,24.0,Monday,0.0,0.0,0,134700000.0,0,0,0
1844505072,2016-05-10,0,0,0,0,1440,1347,1440,24.0,Tuesday,0.0,0.0,0,134700000.0,0,0,0
1844505072,2016-05-11,0,0,0,0,1440,1347,1440,24.0,Wednesday,0.0,0.0,0,134700000.0,0,0,0
1844505072,2016-05-12,0,0,0,0,711,665,711,12.0,Thursday,0.0,0.0,0,66499999.99999999,0,0,0
1927972279,2016-04-12,678,0,0,55,734,2220,789,13.0,Tuesday,0.0,12.32727048595082,0,3.274336234891796,55,0,0
1927972279,2016-04-13,356,0,0,32,986,2151,1018,17.0,Wednesday,0.0,11.124996523438586,0,6.042134661737791,32,0,0
1927972279,2016-04-14,2163,0,9,88,1292,2383,1389,23.0,Thursday,0.0064794816414686825,22.298966773302393,0,1.1017105820540425,106,0,0
1927972279,2016-04-15,980,0,0,51,941,2221,992,17.0,Friday,0.0,19.215682506728918,0,2.2663265074864642,51,0,0
1927972279,2016-04-16,0,0,0,0,1440,2064,1440,24.0,Saturday,0.0,0.0,1,206399999.99999997,0,0,0
1927972279,2016-04-17,0,0,0,0,1440,2063,1440,24.0,Sunday,0.0,0.0,1,206299999.99999997,0,0,0
1927972279,2016-04-18,244,0,0,17,1423,2111,1440,24.0,Monday,0.0,14.35293273356898,0,8.651638989686926,17,0,0
1927972279,2016-04-19,0,0,0,0,1440,2063,1440,24.0,Tuesday,0.0,0.0,0,206299999.99999997,0,0,0
1927972279,2016-04-20,0,0,0,0,1440,2063,1440,24.0,Wednesday,0.0,0.0,0,206299999.99999997,0,0,0
1927972279,2016-04-21,0,0,0,0,1440,2064,1440,24.0,Thursday,0.0,0.0,0,206399999.99999997,0,0,0
1927972279,2016-04-22,149,0,0,10,1430,2093,1440,24.0,Friday,0.0,14.8999851000149,0,14.046978923021548,10,0,0
1927972279,2016-04-23,2945,0,0,145,1295,2499,1440,24.0,Saturday,0.0,20.310343426872866,1,0.8485568731797729,145,0,0
1927972279,2016-04-24,2090,1,6,75,1358,2324,1440,24.0,Sunday,0.004861111111111111,25.487801769780273,1,1.1119617171676472,90,0,0
1927972279,2016-04-25,152,0,0,12,1303,2100,1315,22.0,Monday,0.0,12.666656111119908,0,13.815788564750752,12,0,0
1927972279,2016-04-26,3761,0,0,192,1058,2638,1250,21.0,Tuesday,0.0,19.588540646430175,0,0.7014091978159819,192,0,0
1927972279,2016-04-27,0,0,0,0,1440,2063,1440,24.0,Wednesday,0.0,0.0,0,206299999.99999997,0,0,0
1927972279,2016-04-28,1675,0,0,95,1167,2351,1262,21.0,Thursday,0.0,17.631577091412936,0,1.4035820811726443,95,0,0
1927972279,2016-04-29,0,0,0,0,1440,2063,1440,24.0,Friday,0.0,0.0,0,206299999.99999997,0,0,0
1927972279,2016-04-30,0,0,0,0,1440,2064,1440,24.0,Saturday,0.0,0.0,1,206399999.99999997,0,0,0
1927972279,2016-05-01,2704,14,1,70,1355,2411,1440,24.0,Sunday,0.010416666666666666,31.81176096332224,1,0.8916420085368268,114,0,0
1927972279,2016-05-02,3790,16,8,94,1322,2505,1440,24.0,Monday,0.016666666666666666,32.118641345877855,0,0.6609498663299476,158,0,0
1927972279,2016-05-03,1326,10,0,17,1413,2195,1440,24.0,Tuesday,0.006944444444444444,49.11109292181744,0,1.6553544369882773,47,0,0
1927972279,2016-05-04,1786,0,0,87,1353,2338,1440,24.0,Wednesday,0.0,20.528733272559393,0,1.3090705413825838,87,0,0
1927972279,2016-05-05,0,0,0,0,1440,2063,1440,24.0,Thursday,0.0,0.0,0,206299999.99999997,0,0,0
1927972279,2016-05-06,2091,0,0,108,1332,2383,1440,24.0,Friday,0.0,19.361109318415803,0,1.139646096893132,108,0,0
1927972279,2016-05-07,1510,0,0,48,1392,2229,1440,24.0,Saturday,0.0,31.458326779515254,1,1.476158930621464,48,0,0
1927972279,2016-05-08,0,0,0,0,1440,2063,1440,24.0,Sunday,0.0,0.0,1,206299999.99999997,0,0,0
1927972279,2016-05-09,0,0,0,0,1440,2063,1440,24.0,Monday,0.0,0.0,0,206299999.99999997,0,0,0
1927972279,2016-05-10,0,0,0,0,1440,2063,1440,24.0,Tuesday,0.0,0.0,0,206299999.99999997,0,0,0
1927972279,2016-05-11,0,0,0,0,1440,2063,1440,24.0,Wednesday,0.0,0.0,0,206299999.99999997,0,0,0
1927972279,2016-05-12,0,0,0,0,966,1383,966,16.0,Thursday,0.0,0.0,0,138300000.0,0,0,0
2022484408,2016-04-12,11875,42,14,227,1157,2390,1440,24.0,Tuesday,0.03888888888888889,41.96112925932406,0,0.20126315772525208,381,1,2
2022484408,2016-04-13,12024,43,5,292,1100,2601,1440,24.0,Wednesday,0.03333333333333333,35.364704842214564,0,0.21631736508955643,431,1,1
2022484408,2016-04-14,10690,32,3,257,1148,2312,1440,24.0,Thursday,0.024305555555555556,36.60958778734289,0,0.21627689409141546,359,1,2
2022484408,2016-04-15,11034,27,9,282,1122,2525,1440,24.0,Friday,0.025,34.69811211641157,0,0.2288381364610856,381,1,2
2022484408,2016-04-16,10100,41,11,151,1237,2177,1440,24.0,Saturday,0.03611111111111111,49.753692130359994,1,0.2155445542420351,296,1,2
2022484408,2016-04-17,15112,28,29,331,1052,2782,1440,24.0,Sunday,0.03958333333333333,38.94845260442133,1,0.18409211210687393,473,1,1
2022484408,2016-04-18,14131,48,3,311,1078,2770,1440,24.0,Monday,0.035416666666666666,39.03591052386988,0,0.19602292817491832,461,1,1
2022484408,2016-04-19,11548,31,7,250,1152,2489,1440,24.0,Tuesday,0.02638888888888889,40.097220829957614,0,0.2155351574164053,357,1,2
2022484408,2016-04-20,15112,48,63,276,1053,2897,1440,24.0,Wednesday,0.07708333333333334,39.049094598214616,0,0.19170195858145714,546,1,1
2022484408,2016-04-21,12453,104,53,255,1028,3158,1440,24.0,Thursday,0.10902777777777778,30.225727421705646,0,0.25359351139998915,673,1,1
2022484408,2016-04-22,12954,52,10,273,1105,2638,1440,24.0,Friday,0.043055555555555555,38.668655562129686,0,0.20364366203207993,449,1,1
2022484408,2016-04-23,6001,0,0,249,1191,2069,1440,24.0,Saturday,0.0,24.100400638538126,1,0.34477587011368793,249,0,2
2022484408,2016-04-24,13481,37,26,216,1161,2529,1440,24.0,Sunday,0.04375,48.31899468390701,1,0.18759735910718986,379,1,1
2022484408,2016-04-25,11369,44,8,217,1171,2470,1440,24.0,Monday,0.03611111111111111,42.263938949295955,0,0.21725745429038837,365,1,2
2022484408,2016-04-26,10119,55,24,275,1086,2793,1440,24.0,Tuesday,0.05486111111111111,28.584744955233194,0,0.27601541627036724,488,1,2
2022484408,2016-04-27,10159,19,20,282,1119,2463,1440,24.0,Wednesday,0.027083333333333334,31.647974091963427,0,0.24244512231278165,379,1,2
2022484408,2016-04-28,10140,6,20,291,1123,2296,1440,24.0,Thursday,0.018055555555555554,31.987380694404397,0,0.2264299800528304,349,1,2
2022484408,2016-04-29,10245,21,40,281,1098,2611,1440,24.0,Friday,0.04236111111111111,29.956139474966683,0,0.25485602708164373,424,1,2
2022484408,2016-04-30,18387,13,23,361,1043,2732,1440,24.0,Saturday,0.025,46.314860294336015,1,0.14858323807658497,446,1,1
2022484408,2016-05-01,10538,25,28,245,1142,2380,1440,24.0,Sunday,0.03680555555555556,35.36241492072433,1,0.22584930705461254,376,1,2
2022484408,2016-05-02,10379,36,8,277,1119,2473,1440,24.0,Monday,0.030555555555555555,32.333332326064415,0,0.23826958258187728,401,1,2
2022484408,2016-05-03,12183,72,14,250,1104,2752,1440,24.0,Tuesday,0.059722222222222225,36.25892749229383,0,0.2258885330165899,494,1,1
2022484408,2016-05-04,11768,36,27,272,1105,2649,1440,24.0,Wednesday,0.04375,35.12835716034755,0,0.22510197125671144,434,1,2
2022484408,2016-05-05,11895,55,20,253,1112,2609,1440,24.0,Thursday,0.052083333333333336,36.265242796791384,0,0.21933585521703586,458,1,2
2022484408,2016-05-06,10227,24,17,295,1104,2498,1440,24.0,Friday,0.02847222222222222,30.437499094122053,0,0.24425540212745145,401,1,2
2022484408,2016-05-07,6708,20,2,149,1269,1995,1440,24.0,Saturday,0.015277777777777777,39.22806788139954,1,0.29740608184644296,213,0,2
2022484408,2016-05-08,3292,0,0,135,1305,1848,1440,24.0,Sunday,0.0,24.385183378875304,1,0.5613608731428892,135,0,0
2022484408,2016-05-09,13379,35,47,297,1061,2709,1440,24.0,Monday,0.05694444444444444,35.300790625308956,0,0.20248150070821325,496,1,1
2022484408,2016-05-10,12798,57,28,271,1084,2797,1440,24.0,Tuesday,0.059027777777777776,35.94943719243154,0,0.21854977323132538,498,1,1
2022484408,2016-05-11,13272,58,25,224,1133,2544,1440,24.0,Wednesday,0.05763888888888889,43.23126895012154,0,0.1916817358411078,448,1,1
2022484408,2016-05-12,9117,16,16,236,728,1853,996,17.0,Thursday,0.0321285140562249,34.0186554470651,0,0.20324668179966363,316,0,2
2026352035,2016-04-12,4414,3,8,181,706,1459,898,15.0,Tuesday,0.012249443207126948,22.989582135959264,0,0.3305391927264631,206,0,0
2026352035,2016-04-13,4993,0,0,238,663,1521,901,15.0,Wednesday,0.0,20.978990715168457,0,0.30462647645778795,238,0,0
2026352035,2016-04-14,3335,0,0,197,653,1431,850,14.0,Thursday,0.0,16.928933150815578,0,0.42908545598475123,197,0,0
2026352035,2016-04-15,3821,0,0,188,687,1444,875,15.0,Friday,0.0,20.324467004017713,0,0.3779115404922493,188,0,0
2026352035,2016-04-16,2547,0,0,150,728,1373,878,15.0,Saturday,0.0,16.979998868000074,1,0.5390655652176459,150,0,0
2026352035,2016-04-17,838,0,0,60,1053,1214,1113,19.0,Sunday,0.0,13.966664338889275,1,1.4486873335478838,60,0,0
2026352035,2016-04-18,3325,0,0,182,1062,1419,1244,21.0,Monday,0.0,18.269229765426935,0,0.42676691600972355,182,0,0
2026352035,2016-04-19,2424,0,0,141,785,1356,926,15.0,Tuesday,0.0,17.19148814244765,0,0.559405938286279,141,0,0
2026352035,2016-04-20,7222,0,0,327,623,1667,950,16.0,Wednesday,0.0,22.085626235913573,0,0.2308224865261389,327,0,2
2026352035,2016-04-21,2467,0,0,153,749,1370,902,15.0,Thursday,0.0,16.124181952667847,0,0.5553303585110241,153,0,0
2026352035,2016-04-22,2915,0,0,162,712,1399,874,15.0,Friday,0.0,17.993826049763825,0,0.47993138771893173,162,0,0
2026352035,2016-04-23,12357,0,0,432,458,1916,890,15.0,Saturday,0.0,28.604166004533194,1,0.15505381552556946,432,1,1
2026352035,2016-04-24,3490,0,0,164,704,1401,868,14.0,Sunday,0.0,21.280486507287407,1,0.4014326636062101,164,0,0
